,1m,3m,15m,time,EMA123,EMA263,EMA121,EMA261,EMA1215,EMA2615,DEA1,DEA3,DEA15
0,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:00,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
1,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:01,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
2,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:02,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
3,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:03,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
4,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:04,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
5,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:05,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
6,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:06,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
7,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:07,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
8,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:08,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
9,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:09,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
10,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:10,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
11,6.0882051282051295,6.0882051282051295,6.0882051282051295,1900-01-01 12:57:11,7.33846153846,3.53333333333,7.33846153846,3.53333333333,7.33846153846,3.53333333333,0.761025641026,0.761025641026,0.761025641026
