,0,1,2,3
1525,1900-01-01 14:53:00,47.67,red,3
1526,1900-01-01 14:53:01,47.66,green,13
1527,1900-01-01 14:53:03,47.66,green,1
1528,1900-01-01 14:53:04,47.66,green,1
1529,1900-01-01 14:53:05,47.67,red,2
1530,1900-01-01 14:53:06,47.67,red,1
1531,1900-01-01 14:53:07,47.66,green,5
1532,1900-01-01 14:53:09,47.67,red,1
1533,1900-01-01 14:53:10,47.66,green,1
1534,1900-01-01 14:53:12,47.66,green,1
1535,1900-01-01 14:53:13,47.67,red,1
1536,1900-01-01 14:53:19,47.67,red,1
1537,1900-01-01 14:53:20,47.67,red,10
1538,1900-01-01 14:53:22,47.67,red,1
1539,1900-01-01 14:53:23,47.66,green,1
1540,1900-01-01 14:53:32,47.66,green,17
1541,1900-01-01 14:53:35,47.66,red,3
1542,1900-01-01 14:53:35,47.66,red,1
1543,1900-01-01 14:53:37,47.66,red,1
1544,1900-01-01 14:53:38,47.66,red,1
1545,1900-01-01 14:53:39,47.66,red,1
1546,1900-01-01 14:53:41,47.66,red,1
1547,1900-01-01 14:53:42,47.66,red,5
1548,1900-01-01 14:53:46,47.66,red,1
1549,1900-01-01 14:53:48,47.65,green,47
1550,1900-01-01 14:53:49,47.64,green,9
1551,1900-01-01 14:53:52,47.64,green,10
1552,1900-01-01 14:53:52,47.64,green,1
1553,1900-01-01 14:53:53,47.65,red,10
1554,1900-01-01 14:53:54,47.64,green,14
1555,1900-01-01 14:53:58,47.65,red,8
1556,1900-01-01 14:54:00,47.64,green,1
1557,1900-01-01 14:54:01,47.64,green,1
1558,1900-01-01 14:54:02,47.63,green,10
1559,1900-01-01 14:54:03,47.64,red,20
1560,1900-01-01 14:54:04,47.64,red,10
1561,1900-01-01 14:54:05,47.64,red,2
1562,1900-01-01 14:54:07,47.63,green,2
1563,1900-01-01 14:54:09,47.63,green,2
1564,1900-01-01 14:54:11,47.64,red,1
1565,1900-01-01 14:54:11,47.63,green,1
1566,1900-01-01 14:54:13,47.64,red,14
1567,1900-01-01 14:54:16,47.64,red,1
1568,1900-01-01 14:54:21,47.63,green,1
1569,1900-01-01 14:54:21,47.63,green,10
1570,1900-01-01 14:54:22,47.64,red,1
1571,1900-01-01 14:54:24,47.64,red,1
1572,1900-01-01 14:54:29,47.63,green,8
1573,1900-01-01 14:54:30,47.63,red,9
1574,1900-01-01 14:54:32,47.62,green,9
1575,1900-01-01 14:54:32,47.62,green,1
1576,1900-01-01 14:54:33,47.63,red,5
1577,1900-01-01 14:54:35,47.62,green,73
1578,1900-01-01 14:54:37,47.62,red,2
1579,1900-01-01 14:54:38,47.62,red,47
1580,1900-01-01 14:54:39,47.62,red,1
1581,1900-01-01 14:54:40,47.61,green,9
1582,1900-01-01 14:54:41,47.61,green,27
1583,1900-01-01 14:54:43,47.61,green,8
1584,1900-01-01 14:54:43,47.61,green,7
1585,1900-01-01 14:54:44,47.61,green,1
1586,1900-01-01 14:54:45,47.61,green,8
1587,1900-01-01 14:54:47,47.62,red,2
1588,1900-01-01 14:54:47,47.61,green,6
1589,1900-01-01 14:54:49,47.61,green,3
1590,1900-01-01 14:54:50,47.61,green,15
1591,1900-01-01 14:54:51,47.60,green,20
1592,1900-01-01 14:54:52,47.56,green,71
1593,1900-01-01 14:54:53,47.54,green,24
1594,1900-01-01 14:54:55,47.51,green,34
1595,1900-01-01 14:54:55,47.48,green,37
1596,1900-01-01 14:54:56,47.49,red,47
1597,1900-01-01 14:54:57,47.47,green,93
1598,1900-01-01 14:54:58,47.50,red,76
1599,1900-01-01 14:54:59,47.48,green,10
1600,1900-01-01 14:55:00,47.50,red,22
1601,1900-01-01 14:55:01,47.50,red,82
1602,1900-01-01 14:55:02,47.51,red,21
1603,1900-01-01 14:55:03,47.51,red,26
1604,1900-01-01 14:55:04,47.51,red,8
1605,1900-01-01 14:55:05,47.53,red,23
1606,1900-01-01 14:55:06,47.52,green,22
1607,1900-01-01 14:55:07,47.53,red,68
1608,1900-01-01 14:55:08,47.53,red,9
1609,1900-01-01 14:55:09,47.54,red,10
1610,1900-01-01 14:55:10,47.54,green,24
1611,1900-01-01 14:55:11,47.54,red,2
1612,1900-01-01 14:55:12,47.54,red,11
1613,1900-01-01 14:55:13,47.53,green,13
1614,1900-01-01 14:55:14,47.53,green,10
1615,1900-01-01 14:55:15,47.54,red,11
1616,1900-01-01 14:55:16,47.55,red,32
1617,1900-01-01 14:55:17,47.55,red,11
1618,1900-01-01 14:55:18,47.54,green,8
1619,1900-01-01 14:55:19,47.55,red,44
1620,1900-01-01 14:55:20,47.54,green,56
1621,1900-01-01 14:55:21,47.54,green,8
1622,1900-01-01 14:55:22,47.53,green,35
1623,1900-01-01 14:55:23,47.53,red,13
1624,1900-01-01 14:55:24,47.53,red,4
1625,1900-01-01 14:55:25,47.53,red,5
1626,1900-01-01 14:55:26,47.52,green,29
1627,1900-01-01 14:55:27,47.49,green,46
1628,1900-01-01 14:55:28,47.49,green,7
1629,1900-01-01 14:55:29,47.49,green,67
1630,1900-01-01 14:55:30,47.49,green,23
1631,1900-01-01 14:55:31,47.50,red,16
1632,1900-01-01 14:55:32,47.48,green,18
1633,1900-01-01 14:55:33,47.48,green,7
1634,1900-01-01 14:55:34,47.49,red,3
1635,1900-01-01 14:55:35,47.49,red,29
1636,1900-01-01 14:55:36,47.49,red,4
1637,1900-01-01 14:55:37,47.49,red,3
1638,1900-01-01 14:55:38,47.50,red,49
1639,1900-01-01 14:55:39,47.50,red,5
1640,1900-01-01 14:55:40,47.50,red,19
1641,1900-01-01 14:55:41,47.49,green,1
1642,1900-01-01 14:55:42,47.49,green,5
1643,1900-01-01 14:55:43,47.48,green,55
1644,1900-01-01 14:55:44,47.47,green,14
1645,1900-01-01 14:55:45,47.47,red,25
1646,1900-01-01 14:55:46,47.48,red,64
1647,1900-01-01 14:55:47,47.48,green,19
1648,1900-01-01 14:55:48,47.48,green,39
1649,1900-01-01 14:55:49,47.48,red,47
1650,1900-01-01 14:55:50,47.46,green,60
1651,1900-01-01 14:55:51,47.46,red,53
1652,1900-01-01 14:55:52,47.46,green,5
1653,1900-01-01 14:55:53,47.47,red,14
1654,1900-01-01 14:55:54,47.47,red,3
1655,1900-01-01 14:55:55,47.46,green,15
1656,1900-01-01 14:55:56,47.45,green,10
1657,1900-01-01 14:55:57,47.46,red,21
1658,1900-01-01 14:55:58,47.45,green,37
1659,1900-01-01 14:55:59,47.45,green,2
1660,1900-01-01 14:56:00,47.45,green,27
1661,1900-01-01 14:56:01,47.47,red,26
1662,1900-01-01 14:56:02,47.46,green,1
1663,1900-01-01 14:56:03,47.48,red,48
1664,1900-01-01 14:56:04,47.48,green,24
1665,1900-01-01 14:56:05,47.49,red,9
1666,1900-01-01 14:56:07,47.48,green,4
1667,1900-01-01 14:56:07,47.49,red,5
1668,1900-01-01 14:56:08,47.48,green,1
1669,1900-01-01 14:56:09,47.49,red,4
1670,1900-01-01 14:56:10,47.49,red,57
1671,1900-01-01 14:56:11,47.50,red,54
1672,1900-01-01 14:56:12,47.50,red,9
1673,1900-01-01 14:56:13,47.50,red,7
1674,1900-01-01 14:56:14,47.49,green,19
1675,1900-01-01 14:56:15,47.49,red,12
1676,1900-01-01 14:56:16,47.47,green,38
1677,1900-01-01 14:56:17,47.50,red,29
1678,1900-01-01 14:56:18,47.50,green,5
1679,1900-01-01 14:56:19,47.49,green,86
1680,1900-01-01 14:56:20,47.50,red,5
1681,1900-01-01 14:56:21,47.50,red,2
1682,1900-01-01 14:56:22,47.49,green,17
1683,1900-01-01 14:56:23,47.49,green,3
1684,1900-01-01 14:56:24,47.49,green,20
1685,1900-01-01 14:56:25,47.49,red,30
1686,1900-01-01 14:56:26,47.48,green,69
1687,1900-01-01 14:56:28,47.47,green,3
1688,1900-01-01 14:56:29,47.47,green,13
1689,1900-01-01 14:56:30,47.48,red,2
1690,1900-01-01 14:56:31,47.48,red,36
1691,1900-01-01 14:56:33,47.49,red,17
1692,1900-01-01 14:56:33,47.49,red,1
1693,1900-01-01 14:56:35,47.49,red,8
1694,1900-01-01 14:56:35,47.48,green,73
1695,1900-01-01 14:56:36,47.49,red,92
1696,1900-01-01 14:56:37,47.49,red,4
1697,1900-01-01 14:56:38,47.48,green,17
1698,1900-01-01 14:56:40,47.48,red,3
1699,1900-01-01 14:56:40,47.48,red,8
1700,1900-01-01 14:56:41,47.49,red,23
1701,1900-01-01 14:56:42,47.49,red,6
1702,1900-01-01 14:56:43,47.49,red,39
1703,1900-01-01 14:56:44,47.49,green,7
1704,1900-01-01 14:56:45,47.50,red,7
1705,1900-01-01 14:56:47,47.50,red,2
1706,1900-01-01 14:56:48,47.49,green,1
1707,1900-01-01 14:56:48,47.50,red,2
1708,1900-01-01 14:56:50,47.50,red,1
1709,1900-01-01 14:56:51,47.50,red,1
1710,1900-01-01 14:56:53,47.49,green,13
1711,1900-01-01 14:56:55,47.49,green,6
1712,1900-01-01 14:56:56,47.50,red,3
1713,1900-01-01 14:56:57,47.50,red,57
1714,1900-01-01 14:56:58,47.50,red,1
1715,1900-01-01 14:56:59,47.49,green,4
1716,1900-01-01 14:57:00,47.49,green,11
1717,1900-01-01 14:57:01,47.50,red,3
1718,1900-01-01 14:57:02,47.50,red,12
1719,1900-01-01 14:57:03,47.50,red,1
1720,1900-01-01 14:57:04,47.51,red,19
1721,1900-01-01 14:57:05,47.50,green,2
1722,1900-01-01 14:57:06,47.50,green,1
1723,1900-01-01 14:57:07,47.51,red,8
1724,1900-01-01 14:57:09,47.51,red,9
1725,1900-01-01 14:57:10,47.51,red,1
1726,1900-01-01 14:57:12,47.51,red,2
1727,1900-01-01 14:57:13,47.50,green,3
1728,1900-01-01 14:57:13,47.51,red,2
1729,1900-01-01 14:57:15,47.51,red,41
1730,1900-01-01 14:57:16,47.51,green,2
1731,1900-01-01 14:57:17,47.52,red,4
1732,1900-01-01 14:57:18,47.52,red,2
1733,1900-01-01 14:57:18,47.52,red,1
1734,1900-01-01 14:57:19,47.52,red,2
1735,1900-01-01 14:57:20,47.52,red,33
1736,1900-01-01 14:57:22,47.51,green,7
1737,1900-01-01 14:57:22,47.52,red,2
1738,1900-01-01 14:57:23,47.52,red,26
1739,1900-01-01 14:57:24,47.53,red,15
1740,1900-01-01 14:57:25,47.52,green,3
1741,1900-01-01 14:57:28,47.53,red,52
1742,1900-01-01 14:57:29,47.53,red,1
1743,1900-01-01 14:57:30,47.53,red,3
1744,1900-01-01 14:57:31,47.53,red,8
1745,1900-01-01 14:57:32,47.53,red,4
1746,1900-01-01 14:57:33,47.53,red,2
1747,1900-01-01 14:57:34,47.53,red,1
1748,1900-01-01 14:57:35,47.53,red,5
1749,1900-01-01 14:57:37,47.53,red,2
1750,1900-01-01 14:57:38,47.53,red,4
1751,1900-01-01 14:57:39,47.53,red,7
1752,1900-01-01 14:57:40,47.53,red,3
1753,1900-01-01 14:57:42,47.53,red,1
1754,1900-01-01 14:57:44,47.52,green,2
1755,1900-01-01 14:57:45,47.53,red,2
1756,1900-01-01 14:57:47,47.53,red,2
1757,1900-01-01 14:57:48,47.53,red,52
1758,1900-01-01 14:57:49,47.53,red,3
1759,1900-01-01 14:57:50,47.52,green,1
1760,1900-01-01 14:57:52,47.53,red,65
1761,1900-01-01 14:57:53,47.52,green,3
1762,1900-01-01 14:57:54,47.53,red,1
1763,1900-01-01 14:57:55,47.52,green,4
1764,1900-01-01 14:57:56,47.53,red,6
1765,1900-01-01 14:57:57,47.53,red,18
1766,1900-01-01 14:57:58,47.54,red,27
1767,1900-01-01 14:57:59,47.54,red,2
1768,1900-01-01 14:58:00,47.53,green,4
1769,1900-01-01 14:58:01,47.53,green,34
1770,1900-01-01 14:58:02,47.54,red,2
1771,1900-01-01 14:58:03,47.54,red,3
1772,1900-01-01 14:58:04,47.53,green,1
1773,1900-01-01 14:58:05,47.54,red,88
1774,1900-01-01 14:58:06,47.54,red,2
1775,1900-01-01 14:58:07,47.55,red,16
1776,1900-01-01 14:58:08,47.55,red,3
1777,1900-01-01 14:58:10,47.55,red,2
1778,1900-01-01 14:58:11,47.55,red,2
1779,1900-01-01 14:58:12,47.55,red,3
1780,1900-01-01 14:58:13,47.54,green,1
1781,1900-01-01 14:58:14,47.53,green,40
1782,1900-01-01 14:58:15,47.54,red,17
1783,1900-01-01 14:58:16,47.53,green,1
1784,1900-01-01 14:58:18,47.54,red,2
1785,1900-01-01 14:58:19,47.54,red,4
1786,1900-01-01 14:58:21,47.54,red,1
1787,1900-01-01 14:58:23,47.54,red,2
1788,1900-01-01 14:58:25,47.53,green,1
1789,1900-01-01 14:58:27,47.54,red,1
1790,1900-01-01 14:58:29,47.54,red,3
1791,1900-01-01 14:58:30,47.54,red,1
1792,1900-01-01 14:58:31,47.54,red,1
1793,1900-01-01 14:58:33,47.54,red,1
1794,1900-01-01 14:58:35,47.54,red,3
1795,1900-01-01 14:58:36,47.54,red,1
1796,1900-01-01 14:58:38,47.54,red,4
1797,1900-01-01 14:58:39,47.53,green,4
1798,1900-01-01 14:58:40,47.53,green,18
1799,1900-01-01 14:58:41,47.53,red,3
1800,1900-01-01 14:58:42,47.53,red,3
1801,1900-01-01 14:58:44,47.53,red,1
1802,1900-01-01 14:58:47,47.53,red,1
1803,1900-01-01 14:58:48,47.53,red,1
1804,1900-01-01 14:58:49,47.53,red,3
1805,1900-01-01 14:58:50,47.53,red,3
1806,1900-01-01 14:58:51,47.53,red,1
1807,1900-01-01 14:58:53,47.53,red,2
1808,1900-01-01 14:58:54,47.52,green,1
1809,1900-01-01 14:58:56,47.52,green,47
1810,1900-01-01 14:58:57,47.53,red,1
1811,1900-01-01 14:58:58,47.53,red,9
1812,1900-01-01 14:58:59,47.53,green,9
1813,1900-01-01 14:59:00,47.53,red,1
1814,1900-01-01 14:59:02,47.53,red,6
1815,1900-01-01 14:59:03,47.53,red,10
1816,1900-01-01 14:59:04,47.53,green,5
1817,1900-01-01 14:59:05,47.54,red,1
1818,1900-01-01 14:59:06,47.53,green,3
1819,1900-01-01 14:59:07,47.53,green,59
1820,1900-01-01 14:59:08,47.53,red,25
1821,1900-01-01 14:59:11,47.53,green,3
1822,1900-01-01 14:59:13,47.53,green,2
1823,1900-01-01 14:59:14,47.54,red,2
1824,1900-01-01 14:59:18,47.53,green,26
1825,1900-01-01 14:59:19,47.53,red,9
1826,1900-01-01 14:59:20,47.52,green,1
1827,1900-01-01 14:59:21,47.53,red,2
1828,1900-01-01 14:59:22,47.53,red,4
1829,1900-01-01 14:59:23,47.52,green,2
1830,1900-01-01 14:59:24,47.53,red,2
1831,1900-01-01 14:59:26,47.52,green,1
1832,1900-01-01 14:59:27,47.53,red,1
1833,1900-01-01 14:59:30,47.52,green,2
1834,1900-01-01 14:59:31,47.52,green,1
1835,1900-01-01 14:59:33,47.52,green,1
1836,1900-01-01 14:59:34,47.53,red,1
1837,1900-01-01 14:59:35,47.52,green,14
1838,1900-01-01 14:59:36,47.53,red,18
1839,1900-01-01 14:59:38,47.53,red,54
1840,1900-01-01 14:59:39,47.53,green,23
1841,1900-01-01 14:59:40,47.52,green,5
1842,1900-01-01 14:59:41,47.52,green,5
1843,1900-01-01 14:59:43,47.52,green,28
1844,1900-01-01 14:59:44,47.53,red,8
1845,1900-01-01 14:59:45,47.53,red,33
1846,1900-01-01 14:59:47,47.52,green,66
1847,1900-01-01 14:59:48,47.52,green,61
1848,1900-01-01 14:59:49,47.53,red,6
1849,1900-01-01 14:59:50,47.52,green,2
1850,1900-01-01 14:59:51,47.52,green,7
1851,1900-01-01 14:59:52,47.52,red,6
1852,1900-01-01 14:59:53,47.52,red,2
1853,1900-01-01 14:59:57,47.52,red,1
1854,1900-01-01 14:59:58,47.51,green,8
1855,1900-01-01 14:59:59,47.51,green,25
1856,1900-01-01 15:00:00,47.51,red,83
1857,1900-01-01 15:00:01,47.51,green,45
1858,1900-01-01 15:00:02,47.51,green,14
1859,1900-01-01 15:00:03,47.50,green,14
1860,1900-01-01 15:00:05,47.50,green,3
1861,1900-01-01 15:00:06,47.50,green,4
1862,1900-01-01 15:00:07,47.51,red,3
1863,1900-01-01 15:00:08,47.51,red,2
1864,1900-01-01 15:00:10,47.51,red,6
1865,1900-01-01 15:00:11,47.50,green,82
1866,1900-01-01 15:00:12,47.50,green,29
1867,1900-01-01 15:00:13,47.50,green,16
1868,1900-01-01 15:00:14,47.50,green,10
1869,1900-01-01 15:00:15,47.50,green,59
1870,1900-01-01 15:00:16,47.49,green,6
1871,1900-01-01 15:00:17,47.49,green,13
1872,1900-01-01 15:00:18,47.50,red,3
1873,1900-01-01 15:00:19,47.50,red,2
1874,1900-01-01 15:00:20,47.50,red,63
1875,1900-01-01 15:00:21,47.49,green,2
1876,1900-01-01 15:00:22,47.49,green,1
1877,1900-01-01 15:00:23,47.50,red,4
1878,1900-01-01 15:00:24,47.50,red,3
1879,1900-01-01 15:00:25,47.49,green,1
1880,1900-01-01 15:00:27,47.49,green,3
1881,1900-01-01 15:00:28,47.49,green,3
1882,1900-01-01 15:00:29,47.49,green,29
1883,1900-01-01 15:00:30,47.49,green,17
1884,1900-01-01 15:00:31,47.50,red,1
1885,1900-01-01 15:00:32,47.49,green,84
1886,1900-01-01 15:00:33,47.50,red,10
1887,1900-01-01 15:00:36,47.50,red,8
1888,1900-01-01 15:00:37,47.50,red,3
1889,1900-01-01 15:00:38,47.49,green,1
1890,1900-01-01 15:00:39,47.50,red,17
1891,1900-01-01 15:00:40,47.51,red,9
1892,1900-01-01 15:00:43,47.51,red,1
1893,1900-01-01 15:00:44,47.50,green,12
1894,1900-01-01 15:00:45,47.50,green,20
1895,1900-01-01 15:00:46,47.50,green,59
1896,1900-01-01 15:00:48,47.50,red,22
1897,1900-01-01 15:00:48,47.50,green,3
1898,1900-01-01 15:00:49,47.51,red,2
1899,1900-01-01 15:00:50,47.51,red,1
1900,1900-01-01 15:00:51,47.50,green,67
1901,1900-01-01 15:00:52,47.49,green,14
1902,1900-01-01 15:00:53,47.50,red,4
1903,1900-01-01 15:00:54,47.50,red,13
1904,1900-01-01 15:00:55,47.50,red,1
1905,1900-01-01 15:00:57,47.49,green,5
1906,1900-01-01 15:00:59,47.49,green,52
1907,1900-01-01 15:01:00,47.48,green,3
1908,1900-01-01 15:01:01,47.49,red,4
1909,1900-01-01 15:01:02,47.48,green,5
1910,1900-01-01 15:01:03,47.48,green,1
1911,1900-01-01 15:01:04,47.48,green,1
1912,1900-01-01 15:01:05,47.49,red,38
1913,1900-01-01 15:01:07,47.49,red,2
1914,1900-01-01 15:01:08,47.49,red,6
1915,1900-01-01 15:01:09,47.49,red,2
1916,1900-01-01 15:01:10,47.49,red,3
1917,1900-01-01 15:01:11,47.49,red,3
1918,1900-01-01 15:01:12,47.48,green,6
1919,1900-01-01 15:01:13,47.48,green,2
1920,1900-01-01 15:01:14,47.49,red,51
1921,1900-01-01 15:01:15,47.49,green,3
1922,1900-01-01 15:01:18,47.49,green,4
1923,1900-01-01 15:01:19,47.50,red,2
1924,1900-01-01 15:01:22,47.50,red,3
1925,1900-01-01 15:01:23,47.50,red,1
1926,1900-01-01 15:01:24,47.49,green,2
1927,1900-01-01 15:01:25,47.49,green,4
1928,1900-01-01 15:01:26,47.50,red,2
1929,1900-01-01 15:01:27,47.49,green,1
1930,1900-01-01 15:01:28,47.50,red,45
1931,1900-01-01 15:01:29,47.50,red,6
1932,1900-01-01 15:01:31,47.50,red,1
1933,1900-01-01 15:01:32,47.50,red,24
1934,1900-01-01 15:01:33,47.51,red,37
1935,1900-01-01 15:01:34,47.51,red,15
1936,1900-01-01 15:01:35,47.51,green,2
1937,1900-01-01 15:01:36,47.52,red,35
1938,1900-01-01 15:01:37,47.51,green,20
1939,1900-01-01 15:01:38,47.51,green,6
1940,1900-01-01 15:01:39,47.52,red,12
1941,1900-01-01 15:01:40,47.51,green,69
1942,1900-01-01 15:01:41,47.51,red,1
1943,1900-01-01 15:01:42,47.50,green,1
1944,1900-01-01 15:01:43,47.51,red,1
1945,1900-01-01 15:01:44,47.50,green,25
1946,1900-01-01 15:01:46,47.50,red,6
1947,1900-01-01 15:01:47,47.50,red,2
1948,1900-01-01 15:01:48,47.50,red,6
1949,1900-01-01 15:01:49,47.50,red,3
1950,1900-01-01 15:01:50,47.50,red,5
1951,1900-01-01 15:01:51,47.50,red,4
1952,1900-01-01 15:01:52,47.50,red,51
1953,1900-01-01 15:01:53,47.51,red,2
1954,1900-01-01 15:01:54,47.50,green,2
1955,1900-01-01 15:01:55,47.50,green,3
1956,1900-01-01 15:01:56,47.50,green,4
1957,1900-01-01 15:01:57,47.50,red,1
1958,1900-01-01 15:01:58,47.50,red,12
1959,1900-01-01 15:01:59,47.50,red,3
1960,1900-01-01 15:02:00,47.50,red,3
1961,1900-01-01 15:02:01,47.50,red,2
1962,1900-01-01 15:02:04,47.50,red,1
1963,1900-01-01 15:02:05,47.50,red,1
1964,1900-01-01 15:02:06,47.49,green,9
1965,1900-01-01 15:02:07,47.49,green,18
1966,1900-01-01 15:02:11,47.49,green,6
1967,1900-01-01 15:02:12,47.49,green,1
1968,1900-01-01 15:02:13,47.49,green,30
1969,1900-01-01 15:02:14,47.49,red,9
1970,1900-01-01 15:02:15,47.49,red,41
1971,1900-01-01 15:02:16,47.50,red,7
1972,1900-01-01 15:02:17,47.49,green,7
1973,1900-01-01 15:02:18,47.49,green,17
1974,1900-01-01 15:02:19,47.50,red,1
1975,1900-01-01 15:02:21,47.50,red,18
1976,1900-01-01 15:02:22,47.50,red,59
1977,1900-01-01 15:02:24,47.50,green,2
1978,1900-01-01 15:02:25,47.50,green,36
1979,1900-01-01 15:02:26,47.51,red,12
1980,1900-01-01 15:02:27,47.50,green,24
1981,1900-01-01 15:02:28,47.51,red,48
1982,1900-01-01 15:02:29,47.50,green,7
1983,1900-01-01 15:02:30,47.51,red,2
1984,1900-01-01 15:02:31,47.51,red,1
1985,1900-01-01 15:02:32,47.50,green,1
1986,1900-01-01 15:02:33,47.51,red,1
1987,1900-01-01 15:02:34,47.50,green,32
1988,1900-01-01 15:02:35,47.51,red,34
1989,1900-01-01 15:02:36,47.50,green,8
1990,1900-01-01 15:02:39,47.51,red,2
1991,1900-01-01 15:02:40,47.50,green,1
1992,1900-01-01 15:02:41,47.51,red,5
1993,1900-01-01 15:02:42,47.50,green,1
1994,1900-01-01 15:02:43,47.50,green,1
1995,1900-01-01 15:02:44,47.51,red,7
1996,1900-01-01 15:02:45,47.50,green,1
1997,1900-01-01 15:02:47,47.51,red,47
1998,1900-01-01 15:02:48,47.51,red,2
1999,1900-01-01 15:02:49,47.51,red,1
2000,1900-01-01 15:02:52,47.50,green,15
2001,1900-01-01 15:02:53,47.51,red,2
2002,1900-01-01 15:02:54,47.51,red,1
2003,1900-01-01 15:02:55,47.51,red,31
2004,1900-01-01 15:02:56,47.51,red,2
2005,1900-01-01 15:02:57,47.50,green,6
2006,1900-01-01 15:02:58,47.50,green,8
2007,1900-01-01 15:03:00,47.49,green,26
2008,1900-01-01 15:03:01,47.49,green,20
2009,1900-01-01 15:03:02,47.49,green,9
2010,1900-01-01 15:03:03,47.49,red,32
2011,1900-01-01 15:03:05,47.51,red,14
2012,1900-01-01 15:03:07,47.51,red,3
2013,1900-01-01 15:03:08,47.50,green,7
2014,1900-01-01 15:03:09,47.51,red,1
2015,1900-01-01 15:03:10,47.51,red,5
2016,1900-01-01 15:03:11,47.50,green,85
2017,1900-01-01 15:03:12,47.50,red,4
2018,1900-01-01 15:03:14,47.50,red,36
2019,1900-01-01 15:03:15,47.50,red,8
2020,1900-01-01 15:03:17,47.49,green,4
2021,1900-01-01 15:03:18,47.50,red,2
2022,1900-01-01 15:03:19,47.50,red,3
2023,1900-01-01 15:03:20,47.50,red,27
2024,1900-01-01 15:03:21,47.50,red,3
2025,1900-01-01 15:03:22,47.50,green,1
2026,1900-01-01 15:03:24,47.50,green,2
2027,1900-01-01 15:03:28,47.50,green,18
2028,1900-01-01 15:03:32,47.50,red,2
2029,1900-01-01 15:03:33,47.50,red,10
2030,1900-01-01 15:03:34,47.50,red,16
2031,1900-01-01 15:03:37,47.50,green,4
2032,1900-01-01 15:03:38,47.51,red,3
2033,1900-01-01 15:03:38,47.50,green,34
2034,1900-01-01 15:03:40,47.50,red,18
2035,1900-01-01 15:03:42,47.50,green,4
2036,1900-01-01 15:03:43,47.50,green,5
2037,1900-01-01 15:03:44,47.50,green,1
2038,1900-01-01 15:03:46,47.50,green,7
2039,1900-01-01 15:03:47,47.50,green,16
2040,1900-01-01 15:03:49,47.50,red,1
2041,1900-01-01 15:03:49,47.49,green,28
2042,1900-01-01 15:03:43,47.50,green,4
2043,1900-01-01 15:03:43,47.50,green,5
2044,1900-01-01 15:03:44,47.50,green,1
2045,1900-01-01 15:03:46,47.50,green,7
2046,1900-01-01 15:03:47,47.50,green,16
2047,1900-01-01 15:03:49,47.50,red,1
2048,1900-01-01 15:03:49,47.49,green,28
2049,1900-01-01 15:03:50,47.49,green,16
2050,1900-01-01 15:03:51,47.51,red,75
2051,1900-01-01 15:03:52,47.51,red,32
2052,1900-01-01 15:03:54,47.51,green,1
2053,1900-01-01 15:03:54,47.51,green,2
2054,1900-01-01 15:03:55,47.51,green,1
2055,1900-01-01 15:03:56,47.52,red,5
2056,1900-01-01 15:03:59,47.51,green,2
2057,1900-01-01 15:04:00,47.52,red,4
2058,1900-01-01 15:04:02,47.52,red,49
2059,1900-01-01 15:04:03,47.52,red,1
2060,1900-01-01 15:04:04,47.52,red,23
2061,1900-01-01 15:04:05,47.51,green,2
2062,1900-01-01 15:04:06,47.52,red,19
2063,1900-01-01 15:04:07,47.52,green,12
2064,1900-01-01 15:04:08,47.53,red,19
2065,1900-01-01 15:04:09,47.52,green,51
2066,1900-01-01 15:04:13,47.53,red,62
2067,1900-01-01 15:04:14,47.53,red,31
2068,1900-01-01 15:04:15,47.53,green,19
2069,1900-01-01 15:04:16,47.53,red,2
2070,1900-01-01 15:04:17,47.53,red,1
2071,1900-01-01 15:04:18,47.53,red,8
2072,1900-01-01 15:04:19,47.54,red,69
2073,1900-01-01 15:04:20,47.54,green,1
2074,1900-01-01 15:04:21,47.53,green,40
2075,1900-01-01 15:04:22,47.53,green,3
2076,1900-01-01 15:04:24,47.53,red,10
2077,1900-01-01 15:04:24,47.53,red,14
2078,1900-01-01 15:04:25,47.53,red,2
2079,1900-01-01 15:04:26,47.53,red,7
2080,1900-01-01 15:04:27,47.52,green,1
2081,1900-01-01 15:04:28,47.53,red,28
2082,1900-01-01 15:04:29,47.53,green,2
2083,1900-01-01 15:04:31,47.54,red,6
2084,1900-01-01 15:04:32,47.54,red,6
2085,1900-01-01 15:04:34,47.55,red,91
2086,1900-01-01 15:04:35,47.55,red,19
2087,1900-01-01 15:04:36,47.54,green,23
2088,1900-01-01 15:04:37,47.55,red,2
2089,1900-01-01 15:04:38,47.55,red,23
2090,1900-01-01 15:04:39,47.55,red,17
2091,1900-01-01 15:04:40,47.55,green,45
2092,1900-01-01 15:04:41,47.54,green,2
2093,1900-01-01 15:04:42,47.55,red,1
2094,1900-01-01 15:04:43,47.54,green,19
2095,1900-01-01 15:04:45,47.53,green,1
2096,1900-01-01 15:04:46,47.53,green,39
2097,1900-01-01 15:04:47,47.55,red,24
2098,1900-01-01 15:04:48,47.55,red,4
2099,1900-01-01 15:04:49,47.54,green,1
2100,1900-01-01 15:04:50,47.54,green,1
2101,1900-01-01 15:04:51,47.54,green,11
2102,1900-01-01 15:04:52,47.54,red,2
2103,1900-01-01 15:04:54,47.54,red,1
2104,1900-01-01 15:04:59,47.54,red,1
2105,1900-01-01 15:05:00,47.54,red,2
2106,1900-01-01 15:05:03,47.54,red,1
