,1m,3m,15m,time
2415,,,,1900-01-01 13:37:15
2416,,,,1900-01-01 13:37:16
2417,,,,1900-01-01 13:37:17
2418,,,,1900-01-01 13:37:18
2419,,,,1900-01-01 13:37:19
2420,,,,1900-01-01 13:37:20
2421,,,,1900-01-01 13:37:21
2422,,,,1900-01-01 13:37:22
2423,,,,1900-01-01 13:37:23
2424,,,,1900-01-01 13:37:24
2425,,,,1900-01-01 13:37:25
2426,,,,1900-01-01 13:37:26
2427,,,,1900-01-01 13:37:27
2428,,,,1900-01-01 13:37:28
2429,,,,1900-01-01 13:37:29
2430,,,,1900-01-01 13:37:30
2431,,,,1900-01-01 13:37:31
2432,,,,1900-01-01 13:37:32
2433,,,,1900-01-01 13:37:33
2434,,,,1900-01-01 13:37:34
2435,,,,1900-01-01 13:37:35
2436,,,,1900-01-01 13:37:36
2437,,,,1900-01-01 13:37:37
2438,,,,1900-01-01 13:37:38
2439,,,,1900-01-01 13:37:39
2440,,,,1900-01-01 13:37:40
2441,,,,1900-01-01 13:37:41
2442,,,,1900-01-01 13:37:42
2443,,,,1900-01-01 13:37:43
2444,,,,1900-01-01 13:37:44
2445,,,,1900-01-01 13:37:45
2446,,,,1900-01-01 13:37:46
2447,,,,1900-01-01 13:37:47
2448,,,,1900-01-01 13:37:48
2449,,,,1900-01-01 13:37:49
2450,,,,1900-01-01 13:37:50
2451,,,,1900-01-01 13:37:51
2452,,,,1900-01-01 13:37:52
2453,,,,1900-01-01 13:37:53
2454,,,,1900-01-01 13:37:54
2455,,,,1900-01-01 13:37:55
2456,,,,1900-01-01 13:37:56
2457,,,,1900-01-01 13:37:57
2458,,,,1900-01-01 13:37:58
2459,,,,1900-01-01 13:37:59
2460,,,,1900-01-01 13:38:00
2461,,,,1900-01-01 13:38:01
2462,,,,1900-01-01 13:38:02
2463,,,,1900-01-01 13:38:03
2464,,,,1900-01-01 13:38:04
2465,,,,1900-01-01 13:38:05
2466,,,,1900-01-01 13:38:06
2467,,,,1900-01-01 13:38:07
2468,,,,1900-01-01 13:38:08
2469,,,,1900-01-01 13:38:09
2470,,,,1900-01-01 13:38:10
2471,,,,1900-01-01 13:38:11
2472,,,,1900-01-01 13:38:12
2473,,,,1900-01-01 13:38:13
2474,,,,1900-01-01 13:38:14
2475,,,,1900-01-01 13:38:15
2476,,,,1900-01-01 13:38:16
2477,,,,1900-01-01 13:38:17
2478,,,,1900-01-01 13:38:18
2479,,,,1900-01-01 13:38:19
2480,,,,1900-01-01 13:38:20
2481,,,,1900-01-01 13:38:21
2482,,,,1900-01-01 13:38:22
2483,,,,1900-01-01 13:38:23
2484,,,,1900-01-01 13:38:24
2485,,,,1900-01-01 13:38:25
2486,,,,1900-01-01 13:38:26
2487,,,,1900-01-01 13:38:27
2488,,,,1900-01-01 13:38:28
2489,,,,1900-01-01 13:38:29
2490,,,,1900-01-01 13:38:30
2491,,,,1900-01-01 13:38:31
2492,,,,1900-01-01 13:38:32
2493,,,,1900-01-01 13:38:33
2494,,,,1900-01-01 13:38:34
2495,,,,1900-01-01 13:38:35
2496,,,,1900-01-01 13:38:36
2497,,,,1900-01-01 13:38:37
2498,,,,1900-01-01 13:38:38
2499,,,,1900-01-01 13:38:39
2500,,,,1900-01-01 13:38:40
2501,,,,1900-01-01 13:38:41
2502,,,,1900-01-01 13:38:42
2503,,,,1900-01-01 13:38:43
2504,,,,1900-01-01 13:38:44
2505,,,,1900-01-01 13:38:45
2506,,,,1900-01-01 13:38:46
2507,,,,1900-01-01 13:38:47
2508,,,,1900-01-01 13:38:48
2509,,,,1900-01-01 13:38:49
2510,,,,1900-01-01 13:38:50
2511,,,,1900-01-01 13:38:51
2512,,,,1900-01-01 13:38:52
2513,,,,1900-01-01 13:38:53
2514,,,,1900-01-01 13:38:54
2515,,,,1900-01-01 13:38:55
2516,,,,1900-01-01 13:38:56
2517,,,,1900-01-01 13:38:57
2518,,,,1900-01-01 13:38:58
2519,,,,1900-01-01 13:38:59
2520,,,,1900-01-01 13:39:00
2521,,,,1900-01-01 13:39:01
2522,,,,1900-01-01 13:39:02
2523,,,,1900-01-01 13:39:03
2524,,,,1900-01-01 13:39:04
2525,,,,1900-01-01 13:39:05
2526,,,,1900-01-01 13:39:06
2527,,,,1900-01-01 13:39:07
2528,,,,1900-01-01 13:39:08
2529,,,,1900-01-01 13:39:09
2530,,,,1900-01-01 13:39:10
2531,,,,1900-01-01 13:39:11
2532,,,,1900-01-01 13:39:12
2533,,,,1900-01-01 13:39:13
2534,,,,1900-01-01 13:39:14
2535,,,,1900-01-01 13:39:15
2536,,,,1900-01-01 13:39:16
2537,,,,1900-01-01 13:39:17
2538,,,,1900-01-01 13:39:18
2539,,,,1900-01-01 13:39:19
2540,,,,1900-01-01 13:39:20
2541,,,,1900-01-01 13:39:21
2542,,,,1900-01-01 13:39:22
2543,,,,1900-01-01 13:39:23
2544,,,,1900-01-01 13:39:24
2545,,,,1900-01-01 13:39:25
2546,,,,1900-01-01 13:39:26
2547,,,,1900-01-01 13:39:27
2548,,,,1900-01-01 13:39:28
2549,,,,1900-01-01 13:39:29
2550,,,,1900-01-01 13:39:30
2551,,,,1900-01-01 13:39:31
2552,,,,1900-01-01 13:39:32
2553,,,,1900-01-01 13:39:33
2554,,,,1900-01-01 13:39:34
2555,,,,1900-01-01 13:39:35
2556,,,,1900-01-01 13:39:36
2557,,,,1900-01-01 13:39:37
2558,,,,1900-01-01 13:39:38
2559,,,,1900-01-01 13:39:39
2560,,,,1900-01-01 13:39:40
2561,,,,1900-01-01 13:39:41
2562,,,,1900-01-01 13:39:42
2563,,,,1900-01-01 13:39:43
2564,,,,1900-01-01 13:39:44
2565,,,,1900-01-01 13:39:45
2566,,,,1900-01-01 13:39:46
2567,,,,1900-01-01 13:39:47
2568,,,,1900-01-01 13:39:48
2569,,,,1900-01-01 13:39:49
2570,,,,1900-01-01 13:39:50
2571,,,,1900-01-01 13:39:51
2572,,,,1900-01-01 13:39:52
2573,,,,1900-01-01 13:39:53
2574,,,,1900-01-01 13:39:54
2575,,,,1900-01-01 13:39:55
2576,,,,1900-01-01 13:39:56
2577,,,,1900-01-01 13:39:57
2578,,,,1900-01-01 13:39:58
2579,,,,1900-01-01 13:39:59
2580,,,,1900-01-01 13:40:00
2581,,,,1900-01-01 13:40:01
2582,,,,1900-01-01 13:40:02
2583,,,,1900-01-01 13:40:03
2584,,,,1900-01-01 13:40:04
2585,,,,1900-01-01 13:40:05
2586,,,,1900-01-01 13:40:06
2587,,,,1900-01-01 13:40:07
2588,,,,1900-01-01 13:40:08
2589,,,,1900-01-01 13:40:09
2590,,,,1900-01-01 13:40:10
2591,,,,1900-01-01 13:40:11
2592,,,,1900-01-01 13:40:12
2593,,,,1900-01-01 13:40:13
2594,,,,1900-01-01 13:40:14
2595,,,,1900-01-01 13:40:15
2596,,,,1900-01-01 13:40:16
2597,,,,1900-01-01 13:40:17
2598,,,,1900-01-01 13:40:18
2599,,,,1900-01-01 13:40:19
2600,,,,1900-01-01 13:40:20
2601,,,,1900-01-01 13:40:21
2602,,,,1900-01-01 13:40:22
2603,,,,1900-01-01 13:40:23
2604,,,,1900-01-01 13:40:24
2605,,,,1900-01-01 13:40:25
2606,,,,1900-01-01 13:40:26
2607,,,,1900-01-01 13:40:27
2608,,,,1900-01-01 13:40:28
2609,,,,1900-01-01 13:40:29
2610,,,,1900-01-01 13:40:30
2611,,,,1900-01-01 13:40:31
2612,,,,1900-01-01 13:40:32
2613,,,,1900-01-01 13:40:33
2614,,,,1900-01-01 13:40:34
2615,,,,1900-01-01 13:40:35
2616,,,,1900-01-01 13:40:36
2617,,,,1900-01-01 13:40:37
2618,,,,1900-01-01 13:40:38
2619,,,,1900-01-01 13:40:39
2620,,,,1900-01-01 13:40:40
2621,,,,1900-01-01 13:40:41
2622,,,,1900-01-01 13:40:42
2623,,,,1900-01-01 13:40:43
2624,,,,1900-01-01 13:40:44
2625,,,,1900-01-01 13:40:45
2626,,,,1900-01-01 13:40:46
2627,,,,1900-01-01 13:40:47
2628,,,,1900-01-01 13:40:48
2629,,,,1900-01-01 13:40:49
2630,,,,1900-01-01 13:40:50
2631,,,,1900-01-01 13:40:51
2632,,,,1900-01-01 13:40:52
2633,,,,1900-01-01 13:40:53
2634,,,,1900-01-01 13:40:54
2635,,,,1900-01-01 13:40:55
2636,,,,1900-01-01 13:40:56
2637,,,,1900-01-01 13:40:57
2638,,,,1900-01-01 13:40:58
2639,,,,1900-01-01 13:40:59
2640,,,,1900-01-01 13:41:00
2641,,,,1900-01-01 13:41:01
2642,,,,1900-01-01 13:41:02
2643,,,,1900-01-01 13:41:03
2644,,,,1900-01-01 13:41:04
2645,,,,1900-01-01 13:41:05
2646,,,,1900-01-01 13:41:06
2647,,,,1900-01-01 13:41:07
2648,,,,1900-01-01 13:41:08
2649,,,,1900-01-01 13:41:09
2650,,,,1900-01-01 13:41:10
2651,,,,1900-01-01 13:41:11
2652,,,,1900-01-01 13:41:12
2653,,,,1900-01-01 13:41:13
2654,,,,1900-01-01 13:41:14
2655,,,,1900-01-01 13:41:15
2656,,,,1900-01-01 13:41:16
2657,,,,1900-01-01 13:41:17
2658,,,,1900-01-01 13:41:18
2659,,,,1900-01-01 13:41:19
2660,,,,1900-01-01 13:41:20
2661,,,,1900-01-01 13:41:21
2662,,,,1900-01-01 13:41:22
2663,,,,1900-01-01 13:41:23
2664,,,,1900-01-01 13:41:24
2665,,,,1900-01-01 13:41:25
2666,,,,1900-01-01 13:41:26
2667,,,,1900-01-01 13:41:27
2668,,,,1900-01-01 13:41:28
2669,,,,1900-01-01 13:41:29
2670,,,,1900-01-01 13:41:30
2671,,,,1900-01-01 13:41:31
2672,,,,1900-01-01 13:41:32
2673,,,,1900-01-01 13:41:33
2674,,,,1900-01-01 13:41:34
2675,,,,1900-01-01 13:41:35
2676,,,,1900-01-01 13:41:36
2677,,,,1900-01-01 13:41:37
2678,,,,1900-01-01 13:41:38
2679,,,,1900-01-01 13:41:39
2680,,,,1900-01-01 13:41:40
2681,,,,1900-01-01 13:41:41
2682,,,,1900-01-01 13:41:42
2683,,,,1900-01-01 13:41:43
2684,,,,1900-01-01 13:41:44
2685,,,,1900-01-01 13:41:45
2686,,,,1900-01-01 13:41:46
2687,,,,1900-01-01 13:41:47
2688,,,,1900-01-01 13:41:48
2689,,,,1900-01-01 13:41:49
2690,,,,1900-01-01 13:41:50
2691,,,,1900-01-01 13:41:51
2692,,,,1900-01-01 13:41:52
2693,,,,1900-01-01 13:41:53
2694,,,,1900-01-01 13:41:54
2695,,,,1900-01-01 13:41:55
2696,,,,1900-01-01 13:41:56
2697,,,,1900-01-01 13:41:57
2698,,,,1900-01-01 13:41:58
2699,,,,1900-01-01 13:41:59
2700,,,,1900-01-01 13:42:00
2701,,,,1900-01-01 13:42:01
2702,,,,1900-01-01 13:42:02
2703,,,,1900-01-01 13:42:03
2704,,,,1900-01-01 13:42:04
2705,,,,1900-01-01 13:42:05
2706,,,,1900-01-01 13:42:06
2707,,,,1900-01-01 13:42:07
2708,,,,1900-01-01 13:42:08
2709,,,,1900-01-01 13:42:09
2710,,,,1900-01-01 13:42:10
2711,,,,1900-01-01 13:42:11
2712,,,,1900-01-01 13:42:12
2713,,,,1900-01-01 13:42:13
2714,,,,1900-01-01 13:42:14
2715,,,,1900-01-01 13:42:15
2716,,,,1900-01-01 13:42:16
2717,,,,1900-01-01 13:42:17
2718,,,,1900-01-01 13:42:18
2719,,,,1900-01-01 13:42:19
2720,,,,1900-01-01 13:42:20
2721,,,,1900-01-01 13:42:21
2722,,,,1900-01-01 13:42:22
2723,,,,1900-01-01 13:42:23
2724,,,,1900-01-01 13:42:24
2725,,,,1900-01-01 13:42:25
2726,,,,1900-01-01 13:42:26
2727,,,,1900-01-01 13:42:27
2728,,,,1900-01-01 13:42:28
2729,,,,1900-01-01 13:42:29
2730,,,,1900-01-01 13:42:30
2731,,,,1900-01-01 13:42:31
2732,,,,1900-01-01 13:42:32
2733,,,,1900-01-01 13:42:33
2734,,,,1900-01-01 13:42:34
2735,,,,1900-01-01 13:42:35
2736,,,,1900-01-01 13:42:36
2737,,,,1900-01-01 13:42:37
2738,,,,1900-01-01 13:42:38
2739,,,,1900-01-01 13:42:39
2740,,,,1900-01-01 13:42:40
2741,,,,1900-01-01 13:42:41
2742,,,,1900-01-01 13:42:42
2743,,,,1900-01-01 13:42:43
2744,,,,1900-01-01 13:42:44
2745,,,,1900-01-01 13:42:45
2746,,,,1900-01-01 13:42:46
2747,,,,1900-01-01 13:42:47
2748,,,,1900-01-01 13:42:48
2749,,,,1900-01-01 13:42:49
2750,,,,1900-01-01 13:42:50
2751,,,,1900-01-01 13:42:51
2752,,,,1900-01-01 13:42:52
2753,,,,1900-01-01 13:42:53
2754,,,,1900-01-01 13:42:54
2755,,,,1900-01-01 13:42:55
2756,,,,1900-01-01 13:42:56
2757,,,,1900-01-01 13:42:57
2758,,,,1900-01-01 13:42:58
2759,,,,1900-01-01 13:42:59
2760,,,,1900-01-01 13:43:00
2761,,,,1900-01-01 13:43:01
2762,,,,1900-01-01 13:43:02
2763,,,,1900-01-01 13:43:03
2764,,,,1900-01-01 13:43:04
2765,,,,1900-01-01 13:43:05
2766,,,,1900-01-01 13:43:06
2767,,,,1900-01-01 13:43:07
2768,,,,1900-01-01 13:43:08
2769,,,,1900-01-01 13:43:09
2770,,,,1900-01-01 13:43:10
2771,,,,1900-01-01 13:43:11
2772,,,,1900-01-01 13:43:12
2773,,,,1900-01-01 13:43:13
2774,,,,1900-01-01 13:43:14
2775,,,,1900-01-01 13:43:15
2776,,,,1900-01-01 13:43:16
2777,,,,1900-01-01 13:43:17
2778,,,,1900-01-01 13:43:18
2779,,,,1900-01-01 13:43:19
2780,,,,1900-01-01 13:43:20
2781,,,,1900-01-01 13:43:21
2782,,,,1900-01-01 13:43:22
2783,,,,1900-01-01 13:43:23
2784,,,,1900-01-01 13:43:24
2785,,,,1900-01-01 13:43:25
2786,,,,1900-01-01 13:43:26
2787,,,,1900-01-01 13:43:27
2788,,,,1900-01-01 13:43:28
2789,,,,1900-01-01 13:43:29
2790,,,,1900-01-01 13:43:30
2791,,,,1900-01-01 13:43:31
2792,,,,1900-01-01 13:43:32
2793,,,,1900-01-01 13:43:33
2794,,,,1900-01-01 13:43:34
2795,,,,1900-01-01 13:43:35
2796,,,,1900-01-01 13:43:36
2797,,,,1900-01-01 13:43:37
2798,,,,1900-01-01 13:43:38
2799,,,,1900-01-01 13:43:39
2800,,,,1900-01-01 13:43:40
2801,,,,1900-01-01 13:43:41
2802,,,,1900-01-01 13:43:42
2803,,,,1900-01-01 13:43:43
2804,,,,1900-01-01 13:43:44
2805,,,,1900-01-01 13:43:45
2806,,,,1900-01-01 13:43:46
2807,,,,1900-01-01 13:43:47
2808,,,,1900-01-01 13:43:48
2809,,,,1900-01-01 13:43:49
2810,,,,1900-01-01 13:43:50
2811,,,,1900-01-01 13:43:51
2812,,,,1900-01-01 13:43:52
2813,,,,1900-01-01 13:43:53
2814,,,,1900-01-01 13:43:54
2815,,,,1900-01-01 13:43:55
2816,,,,1900-01-01 13:43:56
2817,,,,1900-01-01 13:43:57
2818,,,,1900-01-01 13:43:58
2819,,,,1900-01-01 13:43:59
2820,,,,1900-01-01 13:44:00
2821,,,,1900-01-01 13:44:01
2822,,,,1900-01-01 13:44:02
2823,,,,1900-01-01 13:44:03
2824,,,,1900-01-01 13:44:04
2825,,,,1900-01-01 13:44:05
2826,,,,1900-01-01 13:44:06
2827,,,,1900-01-01 13:44:07
2828,,,,1900-01-01 13:44:08
2829,,,,1900-01-01 13:44:09
2830,,,,1900-01-01 13:44:10
2831,,,,1900-01-01 13:44:11
2832,,,,1900-01-01 13:44:12
2833,,,,1900-01-01 13:44:13
2834,,,,1900-01-01 13:44:14
2835,,,,1900-01-01 13:44:15
2836,,,,1900-01-01 13:44:16
2837,,,,1900-01-01 13:44:17
2838,,,,1900-01-01 13:44:18
2839,,,,1900-01-01 13:44:19
2840,,,,1900-01-01 13:44:20
2841,,,,1900-01-01 13:44:21
2842,,,,1900-01-01 13:44:22
2843,,,,1900-01-01 13:44:23
2844,,,,1900-01-01 13:44:24
2845,,,,1900-01-01 13:44:25
2846,,,,1900-01-01 13:44:26
2847,,,,1900-01-01 13:44:27
2848,,,,1900-01-01 13:44:28
2849,,,,1900-01-01 13:44:29
2850,,,,1900-01-01 13:44:30
2851,,,,1900-01-01 13:44:31
2852,,,,1900-01-01 13:44:32
2853,,,,1900-01-01 13:44:33
2854,,,,1900-01-01 13:44:34
2855,,,,1900-01-01 13:44:35
2856,,,,1900-01-01 13:44:36
2857,,,,1900-01-01 13:44:37
2858,,,,1900-01-01 13:44:38
2859,,,,1900-01-01 13:44:39
2860,,,,1900-01-01 13:44:40
2861,,,,1900-01-01 13:44:41
2862,,,,1900-01-01 13:44:42
2863,,,,1900-01-01 13:44:43
2864,,,,1900-01-01 13:44:44
2865,,,,1900-01-01 13:44:45
2866,,,,1900-01-01 13:44:46
2867,,,,1900-01-01 13:44:47
2868,,,,1900-01-01 13:44:48
2869,,,,1900-01-01 13:44:49
2870,,,,1900-01-01 13:44:50
2871,,,,1900-01-01 13:44:51
2872,,,,1900-01-01 13:44:52
2873,,,,1900-01-01 13:44:53
2874,,,,1900-01-01 13:44:54
2875,,,,1900-01-01 13:44:55
2876,,,,1900-01-01 13:44:56
2877,,,,1900-01-01 13:44:57
2878,,,,1900-01-01 13:44:58
2879,,,,1900-01-01 13:44:59
2880,,,,1900-01-01 13:45:00
2881,,,,1900-01-01 13:45:01
2882,,,,1900-01-01 13:45:02
2883,,,,1900-01-01 13:45:03
2884,,,,1900-01-01 13:45:04
2885,,,,1900-01-01 13:45:05
2886,,,,1900-01-01 13:45:06
2887,,,,1900-01-01 13:45:07
2888,,,,1900-01-01 13:45:08
2889,,,,1900-01-01 13:45:09
2890,,,,1900-01-01 13:45:10
2891,,,,1900-01-01 13:45:11
2892,,,,1900-01-01 13:45:12
2893,,,,1900-01-01 13:45:13
2894,,,,1900-01-01 13:45:14
2895,,,,1900-01-01 13:45:15
2896,,,,1900-01-01 13:45:16
2897,,,,1900-01-01 13:45:17
2898,,,,1900-01-01 13:45:18
2899,,,,1900-01-01 13:45:19
2900,,,,1900-01-01 13:45:20
2901,,,,1900-01-01 13:45:21
2902,,,,1900-01-01 13:45:22
2903,,,,1900-01-01 13:45:23
2904,,,,1900-01-01 13:45:24
2905,,,,1900-01-01 13:45:25
2906,,,,1900-01-01 13:45:26
2907,,,,1900-01-01 13:45:27
2908,,,,1900-01-01 13:45:28
2909,,,,1900-01-01 13:45:29
2910,,,,1900-01-01 13:45:30
2911,,,,1900-01-01 13:45:31
2912,,,,1900-01-01 13:45:32
2913,,,,1900-01-01 13:45:33
2914,,,,1900-01-01 13:45:34
2915,,,,1900-01-01 13:45:35
2916,,,,1900-01-01 13:45:36
2917,,,,1900-01-01 13:45:37
2918,,,,1900-01-01 13:45:38
2919,,,,1900-01-01 13:45:39
2920,,,,1900-01-01 13:45:40
2921,,,,1900-01-01 13:45:41
2922,,,,1900-01-01 13:45:42
2923,,,,1900-01-01 13:45:43
2924,,,,1900-01-01 13:45:44
2925,,,,1900-01-01 13:45:45
2926,,,,1900-01-01 13:45:46
2927,,,,1900-01-01 13:45:47
2928,,,,1900-01-01 13:45:48
2929,,,,1900-01-01 13:45:49
2930,,,,1900-01-01 13:45:50
2931,,,,1900-01-01 13:45:51
2932,,,,1900-01-01 13:45:52
2933,,,,1900-01-01 13:45:53
2934,,,,1900-01-01 13:45:54
2935,,,,1900-01-01 13:45:55
2936,,,,1900-01-01 13:45:56
2937,,,,1900-01-01 13:45:57
2938,,,,1900-01-01 13:45:58
2939,,,,1900-01-01 13:45:59
2940,,,,1900-01-01 13:46:00
2941,,,,1900-01-01 13:46:01
2942,,,,1900-01-01 13:46:02
2943,,,,1900-01-01 13:46:03
2944,,,,1900-01-01 13:46:04
2945,,,,1900-01-01 13:46:05
2946,,,,1900-01-01 13:46:06
2947,,,,1900-01-01 13:46:07
2948,,,,1900-01-01 13:46:08
2949,,,,1900-01-01 13:46:09
2950,,,,1900-01-01 13:46:10
2951,,,,1900-01-01 13:46:11
2952,,,,1900-01-01 13:46:12
2953,,,,1900-01-01 13:46:13
2954,,,,1900-01-01 13:46:14
2955,,,,1900-01-01 13:46:15
2956,,,,1900-01-01 13:46:16
2957,,,,1900-01-01 13:46:17
2958,,,,1900-01-01 13:46:18
2959,,,,1900-01-01 13:46:19
2960,,,,1900-01-01 13:46:20
2961,,,,1900-01-01 13:46:21
2962,,,,1900-01-01 13:46:22
2963,,,,1900-01-01 13:46:23
2964,,,,1900-01-01 13:46:24
2965,,,,1900-01-01 13:46:25
2966,,,,1900-01-01 13:46:26
2967,,,,1900-01-01 13:46:27
2968,,,,1900-01-01 13:46:28
2969,,,,1900-01-01 13:46:29
2970,,,,1900-01-01 13:46:30
2971,,,,1900-01-01 13:46:31
2972,,,,1900-01-01 13:46:32
2973,,,,1900-01-01 13:46:33
2974,,,,1900-01-01 13:46:34
2975,,,,1900-01-01 13:46:35
2976,,,,1900-01-01 13:46:36
2977,,,,1900-01-01 13:46:37
2978,,,,1900-01-01 13:46:38
2979,,,,1900-01-01 13:46:39
2980,,,,1900-01-01 13:46:40
2981,,,,1900-01-01 13:46:41
2982,,,,1900-01-01 13:46:42
2983,,,,1900-01-01 13:46:43
2984,,,,1900-01-01 13:46:44
2985,,,,1900-01-01 13:46:45
2986,,,,1900-01-01 13:46:46
2987,,,,1900-01-01 13:46:47
2988,,,,1900-01-01 13:46:48
2989,,,,1900-01-01 13:46:49
2990,,,,1900-01-01 13:46:50
2991,,,,1900-01-01 13:46:51
2992,,,,1900-01-01 13:46:52
2993,,,,1900-01-01 13:46:53
2994,,,,1900-01-01 13:46:54
2995,,,,1900-01-01 13:46:55
2996,,,,1900-01-01 13:46:56
2997,,,,1900-01-01 13:46:57
2998,,,,1900-01-01 13:46:58
2999,,,,1900-01-01 13:46:59
3000,,,,1900-01-01 13:47:00
3001,,,,1900-01-01 13:47:01
3002,,,,1900-01-01 13:47:02
3003,,,,1900-01-01 13:47:03
3004,,,,1900-01-01 13:47:04
3005,,,,1900-01-01 13:47:05
3006,,,,1900-01-01 13:47:06
3007,,,,1900-01-01 13:47:07
3008,,,,1900-01-01 13:47:08
3009,,,,1900-01-01 13:47:09
3010,,,,1900-01-01 13:47:10
3011,,,,1900-01-01 13:47:11
3012,,,,1900-01-01 13:47:12
3013,,,,1900-01-01 13:47:13
3014,,,,1900-01-01 13:47:14
3015,,,,1900-01-01 13:47:15
3016,,,,1900-01-01 13:47:16
3017,,,,1900-01-01 13:47:17
3018,,,,1900-01-01 13:47:18
3019,,,,1900-01-01 13:47:19
3020,,,,1900-01-01 13:47:20
3021,,,,1900-01-01 13:47:21
3022,,,,1900-01-01 13:47:22
3023,,,,1900-01-01 13:47:23
3024,,,,1900-01-01 13:47:24
3025,,,,1900-01-01 13:47:25
3026,,,,1900-01-01 13:47:26
3027,,,,1900-01-01 13:47:27
3028,,,,1900-01-01 13:47:28
3029,,,,1900-01-01 13:47:29
3030,,,,1900-01-01 13:47:30
3031,,,,1900-01-01 13:47:31
3032,,,,1900-01-01 13:47:32
3033,,,,1900-01-01 13:47:33
3034,,,,1900-01-01 13:47:34
3035,,,,1900-01-01 13:47:35
3036,,,,1900-01-01 13:47:36
3037,,,,1900-01-01 13:47:37
3038,,,,1900-01-01 13:47:38
3039,,,,1900-01-01 13:47:39
3040,,,,1900-01-01 13:47:40
3041,,,,1900-01-01 13:47:41
3042,,,,1900-01-01 13:47:42
3043,,,,1900-01-01 13:47:43
3044,,,,1900-01-01 13:47:44
3045,,,,1900-01-01 13:47:45
3046,,,,1900-01-01 13:47:46
3047,,,,1900-01-01 13:47:47
3048,,,,1900-01-01 13:47:48
3049,,,,1900-01-01 13:47:49
3050,,,,1900-01-01 13:47:50
3051,,,,1900-01-01 13:47:51
3052,,,,1900-01-01 13:47:52
3053,,,,1900-01-01 13:47:53
3054,,,,1900-01-01 13:47:54
3055,,,,1900-01-01 13:47:55
3056,,,,1900-01-01 13:47:56
3057,,,,1900-01-01 13:47:57
3058,,,,1900-01-01 13:47:58
3059,,,,1900-01-01 13:47:59
3060,,,,1900-01-01 13:48:00
3061,,,,1900-01-01 13:48:01
3062,,,,1900-01-01 13:48:02
3063,,,,1900-01-01 13:48:03
3064,,,,1900-01-01 13:48:04
3065,,,,1900-01-01 13:48:05
3066,,,,1900-01-01 13:48:06
3067,,,,1900-01-01 13:48:07
3068,,,,1900-01-01 13:48:08
3069,,,,1900-01-01 13:48:09
3070,,,,1900-01-01 13:48:10
3071,,,,1900-01-01 13:48:11
3072,,,,1900-01-01 13:48:12
3073,,,,1900-01-01 13:48:13
3074,,,,1900-01-01 13:48:14
3075,,,,1900-01-01 13:48:15
3076,,,,1900-01-01 13:48:16
3077,,,,1900-01-01 13:48:17
3078,,,,1900-01-01 13:48:18
3079,,,,1900-01-01 13:48:19
3080,,,,1900-01-01 13:48:20
3081,,,,1900-01-01 13:48:21
3082,,,,1900-01-01 13:48:22
3083,,,,1900-01-01 13:48:23
3084,,,,1900-01-01 13:48:24
3085,,,,1900-01-01 13:48:25
3086,,,,1900-01-01 13:48:26
3087,,,,1900-01-01 13:48:27
3088,,,,1900-01-01 13:48:28
3089,,,,1900-01-01 13:48:29
3090,,,,1900-01-01 13:48:30
3091,,,,1900-01-01 13:48:31
3092,,,,1900-01-01 13:48:32
3093,,,,1900-01-01 13:48:33
3094,,,,1900-01-01 13:48:34
3095,,,,1900-01-01 13:48:35
3096,,,,1900-01-01 13:48:36
3097,,,,1900-01-01 13:48:37
3098,,,,1900-01-01 13:48:38
3099,,,,1900-01-01 13:48:39
3100,,,,1900-01-01 13:48:40
3101,,,,1900-01-01 13:48:41
3102,,,,1900-01-01 13:48:42
3103,,,,1900-01-01 13:48:43
3104,,,,1900-01-01 13:48:44
3105,,,,1900-01-01 13:48:45
3106,,,,1900-01-01 13:48:46
3107,,,,1900-01-01 13:48:47
3108,,,,1900-01-01 13:48:48
3109,,,,1900-01-01 13:48:49
3110,,,,1900-01-01 13:48:50
3111,,,,1900-01-01 13:48:51
3112,,,,1900-01-01 13:48:52
3113,,,,1900-01-01 13:48:53
3114,,,,1900-01-01 13:48:54
3115,,,,1900-01-01 13:48:55
3116,,,,1900-01-01 13:48:56
3117,,,,1900-01-01 13:48:57
3118,,,,1900-01-01 13:48:58
3119,,,,1900-01-01 13:48:59
3120,,,,1900-01-01 13:49:00
3121,,,,1900-01-01 13:49:01
3122,,,,1900-01-01 13:49:02
3123,,,,1900-01-01 13:49:03
3124,,,,1900-01-01 13:49:04
3125,,,,1900-01-01 13:49:05
3126,,,,1900-01-01 13:49:06
3127,,,,1900-01-01 13:49:07
3128,,,,1900-01-01 13:49:08
3129,,,,1900-01-01 13:49:09
3130,,,,1900-01-01 13:49:10
3131,,,,1900-01-01 13:49:11
3132,,,,1900-01-01 13:49:12
3133,,,,1900-01-01 13:49:13
3134,,,,1900-01-01 13:49:14
3135,,,,1900-01-01 13:49:15
3136,,,,1900-01-01 13:49:16
3137,,,,1900-01-01 13:49:17
3138,,,,1900-01-01 13:49:18
3139,,,,1900-01-01 13:49:19
3140,,,,1900-01-01 13:49:20
3141,,,,1900-01-01 13:49:21
3142,,,,1900-01-01 13:49:22
3143,,,,1900-01-01 13:49:23
3144,,,,1900-01-01 13:49:24
3145,,,,1900-01-01 13:49:25
3146,,,,1900-01-01 13:49:26
3147,,,,1900-01-01 13:49:27
3148,,,,1900-01-01 13:49:28
3149,,,,1900-01-01 13:49:29
3150,,,,1900-01-01 13:49:30
