,1m,3m,15m,time
6813,,,,1900-01-01 14:50:33
6814,,,,1900-01-01 14:50:34
6815,,,,1900-01-01 14:50:35
6816,,,,1900-01-01 14:50:36
6817,,,,1900-01-01 14:50:37
6818,,,,1900-01-01 14:50:38
6819,,,,1900-01-01 14:50:39
6820,,,,1900-01-01 14:50:40
6821,,,,1900-01-01 14:50:41
6822,,,,1900-01-01 14:50:42
6823,,,,1900-01-01 14:50:43
6824,,,,1900-01-01 14:50:44
6825,,,,1900-01-01 14:50:45
6826,,,,1900-01-01 14:50:46
6827,,,,1900-01-01 14:50:47
6828,,,,1900-01-01 14:50:48
6829,,,,1900-01-01 14:50:49
6830,,,,1900-01-01 14:50:50
6831,,,,1900-01-01 14:50:51
6832,,,,1900-01-01 14:50:52
6833,,,,1900-01-01 14:50:53
6834,,,,1900-01-01 14:50:54
6835,,,,1900-01-01 14:50:55
6836,,,,1900-01-01 14:50:56
6837,,,,1900-01-01 14:50:57
6838,,,,1900-01-01 14:50:58
6839,,,,1900-01-01 14:50:59
6840,,,,1900-01-01 14:51:00
6841,,,,1900-01-01 14:51:01
6842,,,,1900-01-01 14:51:02
6843,,,,1900-01-01 14:51:03
6844,,,,1900-01-01 14:51:04
6845,,,,1900-01-01 14:51:05
6846,,,,1900-01-01 14:51:06
6847,,,,1900-01-01 14:51:07
6848,,,,1900-01-01 14:51:08
6849,,,,1900-01-01 14:51:09
6850,,,,1900-01-01 14:51:10
6851,,,,1900-01-01 14:51:11
6852,,,,1900-01-01 14:51:12
6853,,,,1900-01-01 14:51:13
6854,,,,1900-01-01 14:51:14
6855,,,,1900-01-01 14:51:15
6856,,,,1900-01-01 14:51:16
6857,,,,1900-01-01 14:51:17
6858,,,,1900-01-01 14:51:18
6859,,,,1900-01-01 14:51:19
6860,,,,1900-01-01 14:51:20
6861,,,,1900-01-01 14:51:21
6862,,,,1900-01-01 14:51:22
6863,,,,1900-01-01 14:51:23
6864,,,,1900-01-01 14:51:24
6865,,,,1900-01-01 14:51:25
6866,,,,1900-01-01 14:51:26
6867,,,,1900-01-01 14:51:27
6868,,,,1900-01-01 14:51:28
6869,,,,1900-01-01 14:51:29
6870,,,,1900-01-01 14:51:30
6871,,,,1900-01-01 14:51:31
6872,,,,1900-01-01 14:51:32
6873,,,,1900-01-01 14:51:33
6874,,,,1900-01-01 14:51:34
6875,,,,1900-01-01 14:51:35
6876,,,,1900-01-01 14:51:36
6877,,,,1900-01-01 14:51:37
6878,,,,1900-01-01 14:51:38
6879,,,,1900-01-01 14:51:39
6880,,,,1900-01-01 14:51:40
6881,,,,1900-01-01 14:51:41
6882,,,,1900-01-01 14:51:42
6883,,,,1900-01-01 14:51:43
6884,,,,1900-01-01 14:51:44
6885,,,,1900-01-01 14:51:45
6886,,,,1900-01-01 14:51:46
6887,,,,1900-01-01 14:51:47
6888,,,,1900-01-01 14:51:48
6889,,,,1900-01-01 14:51:49
6890,,,,1900-01-01 14:51:50
6891,,,,1900-01-01 14:51:51
6892,,,,1900-01-01 14:51:52
6893,,,,1900-01-01 14:51:53
6894,,,,1900-01-01 14:51:54
6895,,,,1900-01-01 14:51:55
6896,,,,1900-01-01 14:51:56
6897,,,,1900-01-01 14:51:57
6898,,,,1900-01-01 14:51:58
6899,,,,1900-01-01 14:51:59
6900,,,,1900-01-01 14:52:00
6901,,,,1900-01-01 14:52:01
6902,,,,1900-01-01 14:52:02
6903,,,,1900-01-01 14:52:03
6904,,,,1900-01-01 14:52:04
6905,,,,1900-01-01 14:52:05
6906,,,,1900-01-01 14:52:06
6907,,,,1900-01-01 14:52:07
6908,,,,1900-01-01 14:52:08
6909,,,,1900-01-01 14:52:09
6910,,,,1900-01-01 14:52:10
6911,,,,1900-01-01 14:52:11
6912,,,,1900-01-01 14:52:12
6913,,,,1900-01-01 14:52:13
6914,,,,1900-01-01 14:52:14
6915,,,,1900-01-01 14:52:15
6916,,,,1900-01-01 14:52:16
6917,,,,1900-01-01 14:52:17
6918,,,,1900-01-01 14:52:18
6919,,,,1900-01-01 14:52:19
6920,,,,1900-01-01 14:52:20
6921,,,,1900-01-01 14:52:21
6922,,,,1900-01-01 14:52:22
6923,,,,1900-01-01 14:52:23
6924,,,,1900-01-01 14:52:24
6925,,,,1900-01-01 14:52:25
6926,,,,1900-01-01 14:52:26
6927,,,,1900-01-01 14:52:27
6928,,,,1900-01-01 14:52:28
6929,,,,1900-01-01 14:52:29
6930,,,,1900-01-01 14:52:30
6931,,,,1900-01-01 14:52:31
6932,,,,1900-01-01 14:52:32
6933,,,,1900-01-01 14:52:33
6934,,,,1900-01-01 14:52:34
6935,,,,1900-01-01 14:52:35
6936,,,,1900-01-01 14:52:36
6937,,,,1900-01-01 14:52:37
6938,,,,1900-01-01 14:52:38
6939,,,,1900-01-01 14:52:39
6940,,,,1900-01-01 14:52:40
6941,,,,1900-01-01 14:52:41
6942,,,,1900-01-01 14:52:42
6943,,,,1900-01-01 14:52:43
6944,,,,1900-01-01 14:52:44
6945,,,,1900-01-01 14:52:45
6946,,,,1900-01-01 14:52:46
6947,,,,1900-01-01 14:52:47
6948,,,,1900-01-01 14:52:48
6949,,,,1900-01-01 14:52:49
6950,,,,1900-01-01 14:52:50
6951,,,,1900-01-01 14:52:51
6952,,,,1900-01-01 14:52:52
6953,,,,1900-01-01 14:52:53
6954,,,,1900-01-01 14:52:54
6955,,,,1900-01-01 14:52:55
6956,,,,1900-01-01 14:52:56
6957,,,,1900-01-01 14:52:57
6958,,,,1900-01-01 14:52:58
6959,,,,1900-01-01 14:52:59
6960,,,,1900-01-01 14:53:00
6961,,,,1900-01-01 14:53:01
6962,,,,1900-01-01 14:53:02
6963,,,,1900-01-01 14:53:03
6964,,,,1900-01-01 14:53:04
6965,,,,1900-01-01 14:53:05
6966,,,,1900-01-01 14:53:06
6967,,,,1900-01-01 14:53:07
6968,,,,1900-01-01 14:53:08
6969,,,,1900-01-01 14:53:09
6970,,,,1900-01-01 14:53:10
6971,,,,1900-01-01 14:53:11
6972,,,,1900-01-01 14:53:12
6973,,,,1900-01-01 14:53:13
6974,,,,1900-01-01 14:53:14
6975,,,,1900-01-01 14:53:15
6976,,,,1900-01-01 14:53:16
6977,,,,1900-01-01 14:53:17
6978,,,,1900-01-01 14:53:18
6979,,,,1900-01-01 14:53:19
6980,,,,1900-01-01 14:53:20
6981,,,,1900-01-01 14:53:21
6982,,,,1900-01-01 14:53:22
6983,,,,1900-01-01 14:53:23
6984,,,,1900-01-01 14:53:24
6985,,,,1900-01-01 14:53:25
6986,,,,1900-01-01 14:53:26
6987,,,,1900-01-01 14:53:27
6988,,,,1900-01-01 14:53:28
6989,,,,1900-01-01 14:53:29
6990,,,,1900-01-01 14:53:30
6991,,,,1900-01-01 14:53:31
6992,,,,1900-01-01 14:53:32
6993,,,,1900-01-01 14:53:33
6994,,,,1900-01-01 14:53:34
6995,,,,1900-01-01 14:53:35
6996,,,,1900-01-01 14:53:36
6997,,,,1900-01-01 14:53:37
6998,,,,1900-01-01 14:53:38
6999,,,,1900-01-01 14:53:39
7000,,,,1900-01-01 14:53:40
7001,,,,1900-01-01 14:53:41
7002,,,,1900-01-01 14:53:42
7003,,,,1900-01-01 14:53:43
7004,,,,1900-01-01 14:53:44
7005,,,,1900-01-01 14:53:45
7006,,,,1900-01-01 14:53:46
7007,,,,1900-01-01 14:53:47
7008,,,,1900-01-01 14:53:48
7009,,,,1900-01-01 14:53:49
7010,,,,1900-01-01 14:53:50
7011,,,,1900-01-01 14:53:51
7012,,,,1900-01-01 14:53:52
7013,,,,1900-01-01 14:53:53
7014,,,,1900-01-01 14:53:54
7015,,,,1900-01-01 14:53:55
7016,,,,1900-01-01 14:53:56
7017,,,,1900-01-01 14:53:57
7018,,,,1900-01-01 14:53:58
7019,,,,1900-01-01 14:53:59
7020,,,,1900-01-01 14:54:00
7021,,,,1900-01-01 14:54:01
7022,,,,1900-01-01 14:54:02
7023,,,,1900-01-01 14:54:03
7024,,,,1900-01-01 14:54:04
7025,,,,1900-01-01 14:54:05
7026,,,,1900-01-01 14:54:06
7027,,,,1900-01-01 14:54:07
7028,,,,1900-01-01 14:54:08
7029,,,,1900-01-01 14:54:09
7030,,,,1900-01-01 14:54:10
7031,,,,1900-01-01 14:54:11
7032,,,,1900-01-01 14:54:12
7033,,,,1900-01-01 14:54:13
7034,,,,1900-01-01 14:54:14
7035,,,,1900-01-01 14:54:15
7036,,,,1900-01-01 14:54:16
7037,,,,1900-01-01 14:54:17
7038,,,,1900-01-01 14:54:18
7039,,,,1900-01-01 14:54:19
7040,,,,1900-01-01 14:54:20
7041,,,,1900-01-01 14:54:21
7042,,,,1900-01-01 14:54:22
7043,,,,1900-01-01 14:54:23
7044,,,,1900-01-01 14:54:24
7045,,,,1900-01-01 14:54:25
7046,,,,1900-01-01 14:54:26
7047,,,,1900-01-01 14:54:27
7048,,,,1900-01-01 14:54:28
7049,,,,1900-01-01 14:54:29
7050,,,,1900-01-01 14:54:30
7051,,,,1900-01-01 14:54:31
7052,,,,1900-01-01 14:54:32
7053,,,,1900-01-01 14:54:33
7054,,,,1900-01-01 14:54:34
7055,,,,1900-01-01 14:54:35
7056,,,,1900-01-01 14:54:36
7057,,,,1900-01-01 14:54:37
7058,,,,1900-01-01 14:54:38
7059,,,,1900-01-01 14:54:39
7060,,,,1900-01-01 14:54:40
7061,,,,1900-01-01 14:54:41
7062,,,,1900-01-01 14:54:42
7063,,,,1900-01-01 14:54:43
7064,,,,1900-01-01 14:54:44
7065,,,,1900-01-01 14:54:45
7066,,,,1900-01-01 14:54:46
7067,,,,1900-01-01 14:54:47
7068,,,,1900-01-01 14:54:48
7069,,,,1900-01-01 14:54:49
7070,,,,1900-01-01 14:54:50
7071,,,,1900-01-01 14:54:51
7072,,,,1900-01-01 14:54:52
7073,,,,1900-01-01 14:54:53
7074,,,,1900-01-01 14:54:54
7075,,,,1900-01-01 14:54:55
7076,,,,1900-01-01 14:54:56
7077,,,,1900-01-01 14:54:57
7078,,,,1900-01-01 14:54:58
7079,,,,1900-01-01 14:54:59
7080,,,,1900-01-01 14:55:00
7081,,,,1900-01-01 14:55:01
7082,,,,1900-01-01 14:55:02
7083,,,,1900-01-01 14:55:03
7084,,,,1900-01-01 14:55:04
7085,,,,1900-01-01 14:55:05
7086,,,,1900-01-01 14:55:06
7087,,,,1900-01-01 14:55:07
7088,,,,1900-01-01 14:55:08
7089,,,,1900-01-01 14:55:09
7090,,,,1900-01-01 14:55:10
7091,,,,1900-01-01 14:55:11
7092,,,,1900-01-01 14:55:12
7093,,,,1900-01-01 14:55:13
7094,,,,1900-01-01 14:55:14
7095,,,,1900-01-01 14:55:15
7096,,,,1900-01-01 14:55:16
7097,,,,1900-01-01 14:55:17
7098,,,,1900-01-01 14:55:18
7099,,,,1900-01-01 14:55:19
7100,,,,1900-01-01 14:55:20
7101,,,,1900-01-01 14:55:21
7102,,,,1900-01-01 14:55:22
7103,,,,1900-01-01 14:55:23
7104,,,,1900-01-01 14:55:24
7105,,,,1900-01-01 14:55:25
7106,,,,1900-01-01 14:55:26
7107,,,,1900-01-01 14:55:27
7108,,,,1900-01-01 14:55:28
7109,,,,1900-01-01 14:55:29
7110,,,,1900-01-01 14:55:30
7111,,,,1900-01-01 14:55:31
7112,,,,1900-01-01 14:55:32
7113,,,,1900-01-01 14:55:33
7114,,,,1900-01-01 14:55:34
7115,,,,1900-01-01 14:55:35
7116,,,,1900-01-01 14:55:36
7117,,,,1900-01-01 14:55:37
7118,,,,1900-01-01 14:55:38
7119,,,,1900-01-01 14:55:39
7120,,,,1900-01-01 14:55:40
7121,,,,1900-01-01 14:55:41
7122,,,,1900-01-01 14:55:42
7123,,,,1900-01-01 14:55:43
7124,,,,1900-01-01 14:55:44
7125,,,,1900-01-01 14:55:45
7126,,,,1900-01-01 14:55:46
7127,,,,1900-01-01 14:55:47
7128,,,,1900-01-01 14:55:48
7129,,,,1900-01-01 14:55:49
7130,,,,1900-01-01 14:55:50
7131,,,,1900-01-01 14:55:51
7132,,,,1900-01-01 14:55:52
7133,,,,1900-01-01 14:55:53
7134,,,,1900-01-01 14:55:54
7135,,,,1900-01-01 14:55:55
7136,,,,1900-01-01 14:55:56
7137,,,,1900-01-01 14:55:57
7138,,,,1900-01-01 14:55:58
7139,,,,1900-01-01 14:55:59
7140,,,,1900-01-01 14:56:00
7141,,,,1900-01-01 14:56:01
7142,,,,1900-01-01 14:56:02
7143,,,,1900-01-01 14:56:03
7144,,,,1900-01-01 14:56:04
7145,,,,1900-01-01 14:56:05
7146,,,,1900-01-01 14:56:06
7147,,,,1900-01-01 14:56:07
7148,,,,1900-01-01 14:56:08
7149,,,,1900-01-01 14:56:09
7150,,,,1900-01-01 14:56:10
7151,,,,1900-01-01 14:56:11
7152,,,,1900-01-01 14:56:12
7153,,,,1900-01-01 14:56:13
7154,,,,1900-01-01 14:56:14
7155,,,,1900-01-01 14:56:15
7156,,,,1900-01-01 14:56:16
7157,,,,1900-01-01 14:56:17
7158,,,,1900-01-01 14:56:18
7159,,,,1900-01-01 14:56:19
7160,,,,1900-01-01 14:56:20
7161,,,,1900-01-01 14:56:21
7162,,,,1900-01-01 14:56:22
7163,,,,1900-01-01 14:56:23
7164,,,,1900-01-01 14:56:24
7165,,,,1900-01-01 14:56:25
7166,,,,1900-01-01 14:56:26
7167,,,,1900-01-01 14:56:27
7168,,,,1900-01-01 14:56:28
7169,,,,1900-01-01 14:56:29
7170,,,,1900-01-01 14:56:30
7171,,,,1900-01-01 14:56:31
7172,,,,1900-01-01 14:56:32
7173,,,,1900-01-01 14:56:33
7174,,,,1900-01-01 14:56:34
7175,,,,1900-01-01 14:56:35
7176,,,,1900-01-01 14:56:36
7177,,,,1900-01-01 14:56:37
7178,,,,1900-01-01 14:56:38
7179,,,,1900-01-01 14:56:39
7180,,,,1900-01-01 14:56:40
7181,,,,1900-01-01 14:56:41
7182,,,,1900-01-01 14:56:42
7183,,,,1900-01-01 14:56:43
7184,,,,1900-01-01 14:56:44
7185,,,,1900-01-01 14:56:45
7186,,,,1900-01-01 14:56:46
7187,,,,1900-01-01 14:56:47
7188,,,,1900-01-01 14:56:48
7189,,,,1900-01-01 14:56:49
7190,,,,1900-01-01 14:56:50
7191,,,,1900-01-01 14:56:51
7192,,,,1900-01-01 14:56:52
7193,,,,1900-01-01 14:56:53
7194,,,,1900-01-01 14:56:54
7195,,,,1900-01-01 14:56:55
7196,,,,1900-01-01 14:56:56
7197,,,,1900-01-01 14:56:57
7198,,,,1900-01-01 14:56:58
7199,,,,1900-01-01 14:56:59
7200,,,,1900-01-01 14:57:00
7201,,,,1900-01-01 14:57:01
7202,,,,1900-01-01 14:57:02
7203,,,,1900-01-01 14:57:03
7204,,,,1900-01-01 14:57:04
7205,,,,1900-01-01 14:57:05
7206,,,,1900-01-01 14:57:06
7207,,,,1900-01-01 14:57:07
7208,,,,1900-01-01 14:57:08
7209,,,,1900-01-01 14:57:09
7210,,,,1900-01-01 14:57:10
7211,,,,1900-01-01 14:57:11
7212,,,,1900-01-01 14:57:12
7213,,,,1900-01-01 14:57:13
7214,,,,1900-01-01 14:57:14
7215,,,,1900-01-01 14:57:15
7216,,,,1900-01-01 14:57:16
7217,,,,1900-01-01 14:57:17
7218,,,,1900-01-01 14:57:18
7219,,,,1900-01-01 14:57:19
7220,,,,1900-01-01 14:57:20
7221,,,,1900-01-01 14:57:21
7222,,,,1900-01-01 14:57:22
7223,,,,1900-01-01 14:57:23
7224,,,,1900-01-01 14:57:24
7225,,,,1900-01-01 14:57:25
7226,,,,1900-01-01 14:57:26
7227,,,,1900-01-01 14:57:27
7228,,,,1900-01-01 14:57:28
7229,,,,1900-01-01 14:57:29
7230,,,,1900-01-01 14:57:30
7231,,,,1900-01-01 14:57:31
7232,,,,1900-01-01 14:57:32
7233,,,,1900-01-01 14:57:33
7234,,,,1900-01-01 14:57:34
7235,,,,1900-01-01 14:57:35
7236,,,,1900-01-01 14:57:36
7237,,,,1900-01-01 14:57:37
7238,,,,1900-01-01 14:57:38
7239,,,,1900-01-01 14:57:39
7240,,,,1900-01-01 14:57:40
7241,,,,1900-01-01 14:57:41
7242,,,,1900-01-01 14:57:42
7243,,,,1900-01-01 14:57:43
7244,,,,1900-01-01 14:57:44
7245,,,,1900-01-01 14:57:45
7246,,,,1900-01-01 14:57:46
7247,,,,1900-01-01 14:57:47
7248,,,,1900-01-01 14:57:48
7249,,,,1900-01-01 14:57:49
7250,,,,1900-01-01 14:57:50
7251,,,,1900-01-01 14:57:51
7252,,,,1900-01-01 14:57:52
7253,,,,1900-01-01 14:57:53
7254,,,,1900-01-01 14:57:54
7255,,,,1900-01-01 14:57:55
7256,,,,1900-01-01 14:57:56
7257,,,,1900-01-01 14:57:57
7258,,,,1900-01-01 14:57:58
7259,,,,1900-01-01 14:57:59
7260,,,,1900-01-01 14:58:00
7261,,,,1900-01-01 14:58:01
7262,,,,1900-01-01 14:58:02
7263,,,,1900-01-01 14:58:03
7264,,,,1900-01-01 14:58:04
7265,,,,1900-01-01 14:58:05
7266,,,,1900-01-01 14:58:06
7267,,,,1900-01-01 14:58:07
7268,,,,1900-01-01 14:58:08
7269,,,,1900-01-01 14:58:09
7270,,,,1900-01-01 14:58:10
7271,,,,1900-01-01 14:58:11
7272,,,,1900-01-01 14:58:12
7273,,,,1900-01-01 14:58:13
7274,,,,1900-01-01 14:58:14
7275,,,,1900-01-01 14:58:15
7276,,,,1900-01-01 14:58:16
7277,,,,1900-01-01 14:58:17
7278,,,,1900-01-01 14:58:18
7279,,,,1900-01-01 14:58:19
7280,,,,1900-01-01 14:58:20
7281,,,,1900-01-01 14:58:21
7282,,,,1900-01-01 14:58:22
7283,,,,1900-01-01 14:58:23
7284,,,,1900-01-01 14:58:24
7285,,,,1900-01-01 14:58:25
7286,,,,1900-01-01 14:58:26
7287,,,,1900-01-01 14:58:27
7288,,,,1900-01-01 14:58:28
7289,,,,1900-01-01 14:58:29
7290,,,,1900-01-01 14:58:30
7291,,,,1900-01-01 14:58:31
7292,,,,1900-01-01 14:58:32
7293,,,,1900-01-01 14:58:33
7294,,,,1900-01-01 14:58:34
7295,,,,1900-01-01 14:58:35
7296,,,,1900-01-01 14:58:36
7297,,,,1900-01-01 14:58:37
7298,,,,1900-01-01 14:58:38
7299,,,,1900-01-01 14:58:39
7300,,,,1900-01-01 14:58:40
7301,,,,1900-01-01 14:58:41
7302,,,,1900-01-01 14:58:42
7303,,,,1900-01-01 14:58:43
7304,,,,1900-01-01 14:58:44
7305,,,,1900-01-01 14:58:45
7306,,,,1900-01-01 14:58:46
7307,,,,1900-01-01 14:58:47
7308,,,,1900-01-01 14:58:48
7309,,,,1900-01-01 14:58:49
7310,,,,1900-01-01 14:58:50
7311,,,,1900-01-01 14:58:51
7312,,,,1900-01-01 14:58:52
7313,,,,1900-01-01 14:58:53
7314,,,,1900-01-01 14:58:54
7315,,,,1900-01-01 14:58:55
7316,,,,1900-01-01 14:58:56
7317,,,,1900-01-01 14:58:57
7318,,,,1900-01-01 14:58:58
7319,,,,1900-01-01 14:58:59
7320,,,,1900-01-01 14:59:00
7321,,,,1900-01-01 14:59:01
7322,,,,1900-01-01 14:59:02
7323,,,,1900-01-01 14:59:03
7324,,,,1900-01-01 14:59:04
7325,,,,1900-01-01 14:59:05
7326,,,,1900-01-01 14:59:06
7327,,,,1900-01-01 14:59:07
7328,,,,1900-01-01 14:59:08
7329,,,,1900-01-01 14:59:09
7330,,,,1900-01-01 14:59:10
7331,,,,1900-01-01 14:59:11
7332,,,,1900-01-01 14:59:12
7333,,,,1900-01-01 14:59:13
7334,,,,1900-01-01 14:59:14
7335,,,,1900-01-01 14:59:15
7336,,,,1900-01-01 14:59:16
7337,,,,1900-01-01 14:59:17
7338,,,,1900-01-01 14:59:18
7339,,,,1900-01-01 14:59:19
7340,,,,1900-01-01 14:59:20
7341,,,,1900-01-01 14:59:21
7342,,,,1900-01-01 14:59:22
7343,,,,1900-01-01 14:59:23
7344,,,,1900-01-01 14:59:24
7345,,,,1900-01-01 14:59:25
7346,,,,1900-01-01 14:59:26
7347,,,,1900-01-01 14:59:27
7348,,,,1900-01-01 14:59:28
7349,,,,1900-01-01 14:59:29
7350,,,,1900-01-01 14:59:30
7351,,,,1900-01-01 14:59:31
7352,,,,1900-01-01 14:59:32
7353,,,,1900-01-01 14:59:33
7354,,,,1900-01-01 14:59:34
7355,,,,1900-01-01 14:59:35
7356,,,,1900-01-01 14:59:36
7357,,,,1900-01-01 14:59:37
7358,,,,1900-01-01 14:59:38
7359,,,,1900-01-01 14:59:39
7360,,,,1900-01-01 14:59:40
7361,,,,1900-01-01 14:59:41
7362,,,,1900-01-01 14:59:42
7363,,,,1900-01-01 14:59:43
7364,,,,1900-01-01 14:59:44
7365,,,,1900-01-01 14:59:45
7366,,,,1900-01-01 14:59:46
7367,,,,1900-01-01 14:59:47
7368,,,,1900-01-01 14:59:48
7369,,,,1900-01-01 14:59:49
7370,,,,1900-01-01 14:59:50
7371,,,,1900-01-01 14:59:51
7372,,,,1900-01-01 14:59:52
7373,,,,1900-01-01 14:59:53
7374,,,,1900-01-01 14:59:54
7375,,,,1900-01-01 14:59:55
7376,,,,1900-01-01 14:59:56
7377,,,,1900-01-01 14:59:57
7378,,,,1900-01-01 14:59:58
7379,,,,1900-01-01 14:59:59
7380,,,,1900-01-01 15:00:00
7381,,,,1900-01-01 15:00:01
7382,,,,1900-01-01 15:00:02
7383,,,,1900-01-01 15:00:03
7384,,,,1900-01-01 15:00:04
7385,,,,1900-01-01 15:00:05
7386,,,,1900-01-01 15:00:06
7387,,,,1900-01-01 15:00:07
7388,,,,1900-01-01 15:00:08
7389,,,,1900-01-01 15:00:09
7390,,,,1900-01-01 15:00:10
7391,,,,1900-01-01 15:00:11
7392,,,,1900-01-01 15:00:12
7393,,,,1900-01-01 15:00:13
7394,,,,1900-01-01 15:00:14
7395,,,,1900-01-01 15:00:15
7396,,,,1900-01-01 15:00:16
7397,,,,1900-01-01 15:00:17
7398,,,,1900-01-01 15:00:18
7399,,,,1900-01-01 15:00:19
7400,,,,1900-01-01 15:00:20
7401,,,,1900-01-01 15:00:21
7402,,,,1900-01-01 15:00:22
7403,,,,1900-01-01 15:00:23
7404,,,,1900-01-01 15:00:24
7405,,,,1900-01-01 15:00:25
7406,,,,1900-01-01 15:00:26
7407,,,,1900-01-01 15:00:27
7408,,,,1900-01-01 15:00:28
7409,,,,1900-01-01 15:00:29
7410,,,,1900-01-01 15:00:30
7411,,,,1900-01-01 15:00:31
7412,,,,1900-01-01 15:00:32
7413,,,,1900-01-01 15:00:33
7414,,,,1900-01-01 15:00:34
7415,,,,1900-01-01 15:00:35
7416,,,,1900-01-01 15:00:36
7417,,,,1900-01-01 15:00:37
7418,,,,1900-01-01 15:00:38
7419,,,,1900-01-01 15:00:39
7420,,,,1900-01-01 15:00:40
7421,,,,1900-01-01 15:00:41
7422,,,,1900-01-01 15:00:42
7423,,,,1900-01-01 15:00:43
7424,,,,1900-01-01 15:00:44
7425,,,,1900-01-01 15:00:45
7426,,,,1900-01-01 15:00:46
7427,,,,1900-01-01 15:00:47
7428,,,,1900-01-01 15:00:48
7429,,,,1900-01-01 15:00:49
7430,,,,1900-01-01 15:00:50
7431,,,,1900-01-01 15:00:51
7432,,,,1900-01-01 15:00:52
7433,,,,1900-01-01 15:00:53
7434,,,,1900-01-01 15:00:54
7435,,,,1900-01-01 15:00:55
7436,,,,1900-01-01 15:00:56
7437,,,,1900-01-01 15:00:57
7438,,,,1900-01-01 15:00:58
7439,,,,1900-01-01 15:00:59
7440,,,,1900-01-01 15:01:00
7441,,,,1900-01-01 15:01:01
7442,,,,1900-01-01 15:01:02
7443,,,,1900-01-01 15:01:03
7444,,,,1900-01-01 15:01:04
7445,,,,1900-01-01 15:01:05
7446,,,,1900-01-01 15:01:06
7447,,,,1900-01-01 15:01:07
7448,,,,1900-01-01 15:01:08
7449,,,,1900-01-01 15:01:09
7450,,,,1900-01-01 15:01:10
7451,,,,1900-01-01 15:01:11
7452,,,,1900-01-01 15:01:12
7453,,,,1900-01-01 15:01:13
7454,,,,1900-01-01 15:01:14
7455,,,,1900-01-01 15:01:15
7456,,,,1900-01-01 15:01:16
7457,,,,1900-01-01 15:01:17
7458,,,,1900-01-01 15:01:18
7459,,,,1900-01-01 15:01:19
7460,,,,1900-01-01 15:01:20
7461,,,,1900-01-01 15:01:21
7462,,,,1900-01-01 15:01:22
7463,,,,1900-01-01 15:01:23
7464,,,,1900-01-01 15:01:24
7465,,,,1900-01-01 15:01:25
7466,,,,1900-01-01 15:01:26
7467,,,,1900-01-01 15:01:27
7468,,,,1900-01-01 15:01:28
7469,,,,1900-01-01 15:01:29
7470,,,,1900-01-01 15:01:30
7471,,,,1900-01-01 15:01:31
7472,,,,1900-01-01 15:01:32
7473,,,,1900-01-01 15:01:33
7474,,,,1900-01-01 15:01:34
7475,,,,1900-01-01 15:01:35
7476,,,,1900-01-01 15:01:36
7477,,,,1900-01-01 15:01:37
7478,,,,1900-01-01 15:01:38
7479,,,,1900-01-01 15:01:39
7480,,,,1900-01-01 15:01:40
7481,,,,1900-01-01 15:01:41
7482,,,,1900-01-01 15:01:42
7483,,,,1900-01-01 15:01:43
7484,,,,1900-01-01 15:01:44
7485,,,,1900-01-01 15:01:45
7486,,,,1900-01-01 15:01:46
7487,,,,1900-01-01 15:01:47
7488,,,,1900-01-01 15:01:48
7489,,,,1900-01-01 15:01:49
7490,,,,1900-01-01 15:01:50
7491,,,,1900-01-01 15:01:51
7492,,,,1900-01-01 15:01:52
7493,,,,1900-01-01 15:01:53
7494,,,,1900-01-01 15:01:54
7495,,,,1900-01-01 15:01:55
7496,,,,1900-01-01 15:01:56
7497,,,,1900-01-01 15:01:57
7498,,,,1900-01-01 15:01:58
7499,,,,1900-01-01 15:01:59
7500,,,,1900-01-01 15:02:00
7501,,,,1900-01-01 15:02:01
7502,,,,1900-01-01 15:02:02
7503,,,,1900-01-01 15:02:03
7504,,,,1900-01-01 15:02:04
7505,,,,1900-01-01 15:02:05
7506,,,,1900-01-01 15:02:06
7507,,,,1900-01-01 15:02:07
7508,,,,1900-01-01 15:02:08
7509,,,,1900-01-01 15:02:09
7510,,,,1900-01-01 15:02:10
7511,,,,1900-01-01 15:02:11
7512,,,,1900-01-01 15:02:12
7513,,,,1900-01-01 15:02:13
7514,,,,1900-01-01 15:02:14
7515,,,,1900-01-01 15:02:15
7516,,,,1900-01-01 15:02:16
7517,,,,1900-01-01 15:02:17
7518,,,,1900-01-01 15:02:18
7519,,,,1900-01-01 15:02:19
7520,,,,1900-01-01 15:02:20
7521,,,,1900-01-01 15:02:21
7522,,,,1900-01-01 15:02:22
7523,,,,1900-01-01 15:02:23
7524,,,,1900-01-01 15:02:24
7525,,,,1900-01-01 15:02:25
7526,,,,1900-01-01 15:02:26
7527,,,,1900-01-01 15:02:27
7528,,,,1900-01-01 15:02:28
7529,,,,1900-01-01 15:02:29
7530,,,,1900-01-01 15:02:30
7531,,,,1900-01-01 15:02:31
7532,,,,1900-01-01 15:02:32
7533,,,,1900-01-01 15:02:33
7534,,,,1900-01-01 15:02:34
7535,,,,1900-01-01 15:02:35
7536,,,,1900-01-01 15:02:36
7537,,,,1900-01-01 15:02:37
7538,,,,1900-01-01 15:02:38
7539,,,,1900-01-01 15:02:39
7540,,,,1900-01-01 15:02:40
7541,,,,1900-01-01 15:02:41
7542,,,,1900-01-01 15:02:42
7543,,,,1900-01-01 15:02:43
7544,,,,1900-01-01 15:02:44
7545,,,,1900-01-01 15:02:45
7546,,,,1900-01-01 15:02:46
7547,,,,1900-01-01 15:02:47
7548,,,,1900-01-01 15:02:48
